petal.length	variety
2.0	Setosa
8.5	Versicolor
8.6	Versicolor
9.1	Virginica
4.7	Versicolor
3.3	Versicolor
2.4	Setosa
7.0	Versicolor
7.1	Virginica
3.9	Setosa
5.7	Virginica
3.7	Setosa
10.1	Virginica
6.9	Versicolor
7.4	Versicolor
2.9	Setosa
5.3	Versicolor
6.9	Virginica
4.5	Versicolor
7.1	Virginica
5.5	Versicolor
4.9	Setosa
4.4	Setosa
6.2	Setosa
4.7	Versicolor
6.0	Versicolor
5.4	Versicolor
8.0	Virginica
5.5	Versicolor
7.7	Virginica
4.1	Versicolor
3.3	Setosa
9.1	Virginica
4.0	Setosa
3.5	Setosa
4.0	Setosa
6.0	Setosa
5.8	Setosa
6.6	Virginica
3.6	Versicolor
10.9	Virginica
8.4	Virginica
6.5	Virginica
8.5	Versicolor
4.5	Setosa
3.9	Setosa
4.7	Versicolor
4.5	Versicolor
8.9	Virginica
7.0	Versicolor
3.4	Setosa
8.9	Versicolor
7.1	Virginica
5.5	Setosa
4.6	Versicolor
8.4	Virginica
8.1	Virginica
7.2	Virginica
9.1	Versicolor
5.6	Virginica
4.0	Setosa
5.0	Setosa
9.7	Virginica
2.2	Setosa
5.1	Setosa
9.1	Virginica
9.8	Virginica
4.1	Setosa
5.3	Versicolor
8.3	Virginica
7.5	Virginica
7.9	Versicolor
9.6	Virginica
9.2	Versicolor
7.4	Versicolor
6.3	Virginica
4.1	Versicolor
4.0	Versicolor
6.8	Virginica
2.6	Setosa
3.5	Setosa
3.7	Versicolor
3.5	Setosa
5.6	Virginica
4.9	Setosa
7.0	Versicolor
5.7	Versicolor
1.4	Setosa
8.5	Versicolor
8.1	Virginica
9.6	Virginica
5.6	Versicolor
1.8	Setosa
7.9	Virginica
8.4	Virginica
9.7	Virginica
4.5	Setosa
7.5	Virginica
6.4	Versicolor
10.3	Virginica
9.3	Versicolor
5.6	Virginica
9.5	Virginica
8.4	Virginica
8.5	Virginica
