sepal.width	variety
2.8	Versicolor
3.3	Virginica
7.9	Setosa
5.7	Versicolor
3.0	Virginica
5.2	Setosa
6.5	Virginica
5.4	Versicolor
7.7	Versicolor
3.1	Versicolor
7.7	Virginica
5.1	Virginica
6.7	Versicolor
7.5	Versicolor
4.3	Versicolor
3.2	Versicolor
4.5	Versicolor
2.7	Virginica
3.1	Versicolor
4.7	Setosa
4.9	Versicolor
6.6	Virginica
5.8	Virginica
3.0	Setosa
4.3	Virginica
7.1	Setosa
6.5	Versicolor
4.3	Virginica
3.5	Versicolor
2.3	Versicolor
7.2	Virginica
5.7	Virginica
3.0	Versicolor
5.2	Setosa
6.6	Virginica
5.0	Versicolor
5.6	Virginica
4.5	Virginica
7.5	Setosa
6.9	Versicolor
4.9	Setosa
3.5	Versicolor
8.5	Setosa
4.7	Setosa
5.4	Versicolor
3.0	Virginica
4.6	Setosa
4.1	Setosa
3.5	Setosa
5.8	Virginica
7.9	Virginica
3.7	Setosa
5.0	Virginica
5.3	Versicolor
4.7	Virginica
5.0	Setosa
7.1	Setosa
5.2	Setosa
3.7	Versicolor
3.5	Setosa
4.0	Versicolor
3.9	Virginica
6.2	Setosa
3.8	Setosa
7.4	Virginica
4.1	Virginica
7.3	Versicolor
3.5	Virginica
7.3	Virginica
8.2	Setosa
4.9	Setosa
4.5	Virginica
2.7	Versicolor
6.4	Versicolor
6.7	Setosa
3.9	Setosa
5.0	Virginica
6.8	Virginica
4.7	Virginica
5.3	Setosa
6.0	Virginica
4.5	Setosa
3.4	Virginica
6.2	Virginica
7.0	Versicolor
3.2	Virginica
4.0	Setosa
5.8	Setosa
4.4	Versicolor
5.5	Setosa
3.5	Versicolor
8.0	Setosa
3.9	Setosa
8.1	Setosa
5.3	Versicolor
5.6	Setosa
5.9	Setosa
7.5	Virginica
7.3	Versicolor
5.4	Setosa
6.4	Versicolor
4.2	Versicolor
5.8	Setosa
4.9	Versicolor
7.3	Setosa
