petal.length	petal.width	variety
2.2	0.2	Setosa
9.8	3.1	Virginica
8.6	4.6	Versicolor
3.1	0.7	Setosa
6.0	3.1	Versicolor
8.7	2.7	Versicolor
5.0	4.2	Setosa
1.2	4.2	Setosa
5.4	6.6	Virginica
5.7	4.5	Setosa
6.5	2.7	Versicolor
3.3	2.7	Setosa
8.9	2.8	Virginica
10.9	6.3	Virginica
5.2	1.8	Versicolor
6.8	4.3	Virginica
9.6	1.4	Virginica
9.7	4.7	Virginica
9.0	3.8	Virginica
7.0	5.8	Virginica
5.9	5.8	Virginica
5.7	5.0	Versicolor
6.0	4.6	Versicolor
2.8	4.9	Setosa
9.1	3.8	Virginica
7.9	4.3	Virginica
8.8	1.8	Versicolor
8.2	5.0	Versicolor
6.8	4.8	Virginica
6.6	4.9	Virginica
3.4	0.6	Setosa
3.4	3.8	Setosa
5.4	3.3	Setosa
4.9	0.2	Setosa
2.9	1.1	Setosa
2.0	3.7	Setosa
7.0	2.5	Versicolor
5.7	1.6	Versicolor
5.7	5.0	Virginica
4.0	3.8	Versicolor
9.6	3.9	Virginica
8.6	3.8	Virginica
9.8	5.4	Virginica
8.3	2.8	Virginica
3.6	4.9	Setosa
8.1	3.0	Versicolor
5.7	5.8	Virginica
6.1	4.9	Virginica
2.5	2.7	Setosa
6.6	5.1	Virginica
5.0	3.7	Setosa
6.0	4.6	Virginica
5.9	1.7	Versicolor
7.6	2.6	Virginica
5.5	3.5	Versicolor
9.4	3.0	Versicolor
4.8	0.7	Setosa
9.0	2.5	Virginica
8.2	2.7	Versicolor
8.6	1.8	Versicolor
5.5	5.8	Versicolor
4.9	1.3	Versicolor
9.6	5.9	Virginica
8.1	5.8	Versicolor
1.7	3.7	Setosa
1.3	4.3	Setosa
6.5	1.7	Virginica
7.4	4.0	Virginica
8.2	3.5	Virginica
8.6	5.5	Versicolor
8.1	6.4	Virginica
5.5	3.2	Setosa
5.7	1.5	Versicolor
5.6	3.3	Virginica
7.8	1.5	Versicolor
6.0	5.4	Virginica
5.5	6.0	Versicolor
4.2	2.3	Versicolor
9.8	4.7	Virginica
5.1	3.6	Setosa
5.5	1.7	Setosa
2.0	2.9	Setosa
5.3	5.8	Virginica
4.3	2.2	Setosa
7.5	3.3	Versicolor
6.6	3.8	Versicolor
4.0	5.5	Versicolor
1.9	0.7	Setosa
5.8	5.8	Virginica
5.5	4.0	Versicolor
3.1	3.2	Setosa
4.0	4.2	Setosa
7.7	2.8	Virginica
4.4	4.6	Versicolor
10.5	3.5	Virginica
6.1	2.5	Virginica
7.0	2.0	Versicolor
2.4	0.4	Setosa
3.4	3.2	Setosa
1.9	0.7	Setosa
2.0	3.4	Setosa
6.0	4.1	Setosa
7.9	2.5	Virginica
5.9	3.2	Setosa
3.8	2.0	Versicolor
