sepal.length	sepal.width	petal.length	variety
7.9	7.6	9.9	Virginica
10.3	4.5	6.0	Virginica
8.7	7.8	10.7	Virginica
6.3	3.4	1.9	Setosa
8.8	2.5	6.4	Versicolor
10.4	7.7	8.5	Versicolor
6.7	5.3	10.2	Virginica
5.4	5.7	4.0	Setosa
8.7	3.4	8.3	Versicolor
8.5	5.6	4.4	Setosa
6.6	5.1	4.5	Setosa
10.3	6.2	7.4	Versicolor
8.3	4.5	5.9	Setosa
8.9	7.5	7.6	Virginica
8.3	7.9	2.6	Setosa
6.3	5.2	5.6	Virginica
8.4	4.1	7.9	Versicolor
7.5	6.2	9.1	Virginica
7.7	4.4	4.4	Setosa
6.4	3.2	2.8	Setosa
7.4	3.4	5.4	Setosa
6.2	5.2	7.0	Versicolor
10.3	6.0	3.7	Setosa
9.3	4.9	6.3	Virginica
10.3	6.8	7.1	Virginica
5.1	4.2	3.9	Setosa
10.0	4.0	6.8	Virginica
9.8	5.2	7.1	Versicolor
8.6	4.5	10.4	Virginica
8.9	4.6	5.5	Setosa
7.9	4.0	3.8	Setosa
10.1	7.5	9.6	Virginica
8.6	6.0	8.5	Versicolor
7.9	3.1	9.1	Virginica
11.2	5.5	5.2	Virginica
7.9	5.9	6.3	Versicolor
6.1	7.3	4.0	Setosa
8.9	7.0	8.2	Versicolor
7.0	7.0	8.0	Virginica
6.4	3.3	7.1	Virginica
8.3	5.8	8.9	Versicolor
9.6	4.5	5.9	Setosa
9.5	6.8	7.8	Versicolor
8.3	4.7	6.4	Virginica
6.1	3.3	6.5	Versicolor
9.4	4.2	8.3	Virginica
7.5	7.4	5.0	Versicolor
9.7	3.5	5.5	Setosa
10.7	3.3	9.7	Virginica
10.9	5.3	10.1	Virginica
7.3	4.3	8.3	Versicolor
7.6	3.3	9.2	Versicolor
6.5	7.4	5.0	Setosa
9.5	6.8	7.6	Versicolor
7.1	4.5	5.4	Setosa
9.5	6.2	8.6	Versicolor
9.4	8.4	4.3	Setosa
7.7	3.9	6.2	Versicolor
8.3	3.6	8.0	Versicolor
6.7	3.1	5.6	Virginica
8.3	6.3	6.5	Virginica
7.2	3.8	5.7	Setosa
9.4	6.5	1.9	Setosa
6.0	7.3	3.9	Setosa
5.2	6.2	6.1	Setosa
5.4	6.5	8.5	Versicolor
6.8	5.2	1.5	Setosa
5.1	5.9	3.4	Setosa
5.1	6.8	2.2	Setosa
4.9	3.6	5.5	Setosa
12.2	5.5	7.6	Virginica
10.3	5.7	5.6	Virginica
9.2	3.3	11.2	Virginica
9.1	2.7	5.7	Versicolor
7.0	3.0	7.3	Virginica
9.3	6.0	4.4	Setosa
5.1	8.3	4.6	Setosa
6.3	7.4	6.1	Virginica
8.5	4.7	3.9	Setosa
5.8	6.3	8.6	Virginica
9.6	3.9	1.5	Setosa
7.5	5.2	6.0	Versicolor
6.8	6.6	2.6	Setosa
6.2	7.9	9.9	Virginica
6.4	7.2	5.8	Versicolor
7.5	6.3	4.5	Versicolor
5.5	3.4	3.6	Setosa
11.7	5.6	6.6	Virginica
9.1	5.7	4.5	Setosa
7.7	6.0	7.7	Versicolor
6.5	5.2	8.5	Virginica
10.4	5.7	5.3	Virginica
11.2	2.6	10.4	Virginica
7.1	7.4	5.7	Versicolor
10.3	7.3	6.7	Versicolor
5.6	4.4	8.1	Versicolor
8.2	4.3	4.8	Virginica
6.4	3.9	2.2	Setosa
8.4	5.0	4.5	Virginica
8.1	7.0	8.6	Versicolor
7.7	5.8	8.5	Versicolor
9.5	7.1	7.4	Versicolor
9.7	7.0	7.8	Virginica
10.0	4.2	7.2	Versicolor
9.0	7.0	6.2	Virginica
