sepal.length	variety
9.2	Virginica
10.3	Virginica
6.4	Setosa
9.2	Virginica
11.5	Versicolor
10.5	Virginica
8.5	Versicolor
10.2	Versicolor
10.7	Virginica
6.3	Virginica
11.7	Virginica
8.6	Versicolor
8.1	Versicolor
9.4	Virginica
8.9	Setosa
8.7	Virginica
8.6	Versicolor
6.0	Versicolor
8.7	Setosa
6.8	Virginica
7.2	Setosa
10.7	Virginica
6.1	Setosa
5.6	Versicolor
7.0	Virginica
8.2	Virginica
8.3	Setosa
6.6	Setosa
4.4	Setosa
7.8	Virginica
10.7	Virginica
9.2	Virginica
5.0	Setosa
4.3	Setosa
6.8	Versicolor
8.8	Versicolor
6.8	Versicolor
7.3	Virginica
10.6	Versicolor
10.1	Versicolor
8.7	Setosa
10.4	Virginica
6.0	Versicolor
7.6	Virginica
5.6	Setosa
9.3	Versicolor
5.0	Setosa
7.4	Virginica
8.6	Setosa
6.9	Versicolor
8.9	Versicolor
11.4	Versicolor
10.1	Virginica
6.1	Virginica
8.6	Versicolor
10.7	Virginica
6.9	Setosa
7.1	Setosa
6.7	Versicolor
9.7	Virginica
8.5	Setosa
9.4	Versicolor
7.2	Setosa
7.5	Versicolor
6.0	Virginica
7.9	Setosa
6.2	Versicolor
7.2	Setosa
5.5	Setosa
9.8	Virginica
8.1	Setosa
4.6	Setosa
9.1	Versicolor
8.5	Versicolor
8.9	Versicolor
7.5	Setosa
7.5	Versicolor
6.5	Setosa
8.1	Versicolor
6.9	Setosa
5.4	Setosa
7.9	Setosa
7.7	Setosa
5.0	Setosa
5.1	Setosa
6.9	Versicolor
7.6	Setosa
8.8	Virginica
7.3	Setosa
6.6	Setosa
10.3	Versicolor
8.7	Versicolor
6.7	Versicolor
10.1	Versicolor
6.8	Versicolor
7.9	Setosa
10.5	Versicolor
6.3	Versicolor
10.0	Versicolor
8.4	Virginica
6.8	Setosa
8.7	Setosa
7.8	Setosa
7.8	Virginica
6.1	Virginica
