petal.width	variety
1.7	Setosa
3.8	Virginica
3.0	Versicolor
2.7	Setosa
1.5	Versicolor
5.5	Virginica
3.7	Setosa
0.7	Setosa
1.8	Virginica
3.5	Versicolor
2.7	Setosa
2.3	Versicolor
0.2	Setosa
3.0	Versicolor
5.4	Virginica
1.6	Setosa
4.3	Virginica
5.9	Versicolor
1.8	Virginica
2.2	Setosa
4.8	Virginica
1.8	Setosa
2.3	Virginica
3.1	Virginica
5.0	Versicolor
4.0	Versicolor
4.0	Virginica
6.0	Versicolor
5.3	Versicolor
0.9	Setosa
3.3	Versicolor
5.7	Versicolor
4.8	Virginica
4.8	Virginica
3.6	Setosa
2.5	Versicolor
6.5	Virginica
0.4	Setosa
5.3	Versicolor
3.9	Versicolor
2.8	Virginica
2.1	Setosa
4.3	Virginica
2.2	Setosa
3.4	Setosa
1.1	Versicolor
1.9	Setosa
4.0	Virginica
4.9	Versicolor
1.2	Setosa
4.7	Setosa
5.8	Virginica
0.2	Setosa
5.3	Virginica
1.9	Versicolor
5.7	Versicolor
6.9	Virginica
1.8	Versicolor
5.4	Virginica
2.8	Virginica
6.7	Virginica
5.8	Virginica
1.7	Setosa
2.2	Setosa
3.7	Setosa
4.7	Setosa
4.7	Setosa
3.9	Setosa
5.7	Versicolor
4.3	Setosa
2.2	Setosa
5.5	Versicolor
5.3	Virginica
3.7	Setosa
1.7	Virginica
2.7	Setosa
6.7	Virginica
2.8	Versicolor
1.2	Setosa
4.0	Virginica
3.6	Versicolor
4.5	Virginica
2.8	Versicolor
2.6	Virginica
2.6	Virginica
3.0	Versicolor
4.1	Setosa
3.7	Versicolor
5.3	Virginica
4.9	Virginica
2.3	Setosa
2.2	Virginica
4.4	Versicolor
4.0	Setosa
4.9	Virginica
2.6	Virginica
3.9	Virginica
6.0	Virginica
2.6	Virginica
4.9	Setosa
5.9	Virginica
2.4	Setosa
5.1	Versicolor
2.7	Setosa
5.5	Versicolor
