sepal.length	sepal.width	petal.length	variety
7.8	2.8	6.1	Virginica
10.7	7.1	8.1	Virginica
5.6	3.0	7.5	Versicolor
7.5	6.0	2.1	Setosa
8.5	3.0	4.0	Versicolor
8.3	7.5	4.7	Setosa
6.4	5.9	4.7	Setosa
5.8	7.2	5.1	Virginica
10.8	2.8	7.3	Versicolor
10.1	3.7	8.2	Versicolor
5.4	7.1	2.4	Setosa
6.9	5.5	1.3	Setosa
8.1	7.9	2.9	Setosa
7.3	4.4	7.1	Virginica
11.0	4.7	6.7	Versicolor
6.3	6.8	6.7	Versicolor
9.1	6.5	2.9	Setosa
8.2	6.2	2.1	Setosa
7.1	5.9	6.6	Versicolor
10.1	6.6	6.6	Virginica
5.9	5.0	2.9	Setosa
6.6	6.4	9.2	Versicolor
8.0	6.9	5.3	Versicolor
6.2	5.3	8.0	Versicolor
6.7	3.6	8.4	Versicolor
6.4	6.0	5.0	Virginica
10.9	3.1	9.4	Virginica
6.1	5.8	4.0	Setosa
8.9	4.8	9.9	Virginica
8.2	6.9	7.7	Versicolor
7.0	5.2	9.1	Versicolor
5.6	6.6	5.0	Setosa
6.2	7.4	2.9	Setosa
5.6	7.5	4.6	Versicolor
9.9	4.3	7.1	Virginica
7.5	2.9	4.7	Versicolor
7.7	5.3	5.1	Versicolor
8.0	6.0	3.3	Setosa
9.5	3.2	9.6	Virginica
8.0	7.4	5.0	Versicolor
9.7	7.0	7.6	Virginica
9.5	7.4	2.0	Setosa
10.0	6.1	7.9	Versicolor
8.2	3.3	8.7	Virginica
8.8	5.0	5.1	Setosa
7.0	2.8	4.6	Versicolor
8.8	5.4	6.1	Virginica
8.6	6.4	3.5	Setosa
7.8	7.0	3.4	Setosa
10.9	6.1	8.1	Virginica
6.4	6.9	5.9	Setosa
9.4	6.7	8.2	Virginica
10.9	6.7	8.8	Virginica
6.0	8.0	5.8	Setosa
8.8	4.3	6.6	Virginica
7.9	7.3	6.6	Virginica
5.7	5.9	2.5	Setosa
9.2	3.7	10.0	Virginica
9.8	6.0	6.0	Virginica
6.8	4.3	4.4	Versicolor
10.7	7.1	9.4	Virginica
7.2	4.5	9.8	Virginica
10.3	5.9	9.3	Virginica
10.4	6.0	5.6	Virginica
7.8	3.6	7.5	Versicolor
6.9	3.6	3.0	Setosa
7.0	4.9	5.5	Versicolor
9.2	3.4	6.4	Virginica
5.9	4.7	1.8	Setosa
9.6	5.3	6.4	Virginica
9.9	6.4	4.2	Setosa
6.1	6.0	4.9	Versicolor
7.2	3.6	8.0	Versicolor
8.4	7.2	7.0	Versicolor
5.8	4.4	4.1	Setosa
5.9	4.9	3.3	Setosa
7.1	5.3	5.2	Versicolor
7.9	7.6	7.9	Versicolor
10.2	6.5	8.2	Virginica
7.5	7.5	7.8	Virginica
9.6	5.5	8.9	Virginica
8.9	4.4	5.3	Versicolor
7.5	4.8	1.9	Setosa
9.1	7.0	4.4	Versicolor
6.2	5.0	5.2	Versicolor
6.4	6.1	7.0	Virginica
9.3	7.5	5.9	Setosa
8.3	6.8	10.5	Virginica
8.9	7.7	3.5	Setosa
8.3	5.0	6.0	Virginica
9.2	3.3	8.7	Virginica
7.6	7.2	2.5	Setosa
7.3	3.6	2.1	Setosa
6.9	3.3	7.1	Virginica
9.5	4.4	5.1	Setosa
7.1	6.5	6.5	Versicolor
7.9	3.7	7.8	Versicolor
8.1	2.8	4.5	Versicolor
7.2	3.6	9.2	Versicolor
7.3	6.7	3.9	Versicolor
8.0	3.8	4.8	Setosa
5.1	4.0	4.9	Setosa
9.6	4.5	6.9	Virginica
6.1	6.2	2.4	Setosa
8.2	6.9	4.3	Versicolor
