petal.length	variety
2.9	Setosa
6.9	Virginica
6.4	Versicolor
9.0	Versicolor
6.3	Versicolor
5.9	Setosa
1.8	Setosa
5.4	Setosa
7.9	Virginica
3.2	Setosa
5.5	Virginica
8.9	Virginica
6.0	Setosa
1.9	Setosa
8.0	Versicolor
1.6	Setosa
5.0	Versicolor
8.1	Versicolor
4.4	Setosa
8.1	Versicolor
4.0	Setosa
5.8	Virginica
10.3	Virginica
2.6	Setosa
6.0	Virginica
7.8	Versicolor
4.6	Setosa
9.1	Virginica
6.7	Versicolor
3.7	Setosa
8.9	Versicolor
9.2	Virginica
8.0	Versicolor
8.7	Versicolor
4.0	Setosa
5.0	Setosa
7.0	Virginica
5.4	Versicolor
5.9	Versicolor
4.6	Setosa
8.7	Versicolor
8.6	Virginica
5.4	Versicolor
6.9	Virginica
5.6	Virginica
4.9	Setosa
4.5	Versicolor
7.7	Versicolor
8.6	Virginica
7.1	Virginica
6.7	Virginica
4.9	Setosa
7.6	Versicolor
6.2	Versicolor
2.3	Setosa
6.3	Versicolor
8.7	Versicolor
10.2	Virginica
7.0	Versicolor
3.6	Setosa
7.2	Virginica
5.0	Versicolor
4.0	Setosa
4.5	Setosa
5.5	Virginica
4.7	Versicolor
6.9	Virginica
2.8	Setosa
8.4	Virginica
6.9	Versicolor
5.2	Versicolor
4.0	Setosa
4.9	Setosa
5.4	Setosa
4.4	Setosa
5.3	Versicolor
2.0	Setosa
6.6	Virginica
5.0	Versicolor
8.5	Versicolor
7.8	Virginica
6.0	Versicolor
8.5	Virginica
6.2	Setosa
6.9	Versicolor
9.1	Virginica
6.3	Versicolor
1.7	Setosa
3.8	Setosa
9.8	Virginica
8.6	Versicolor
1.5	Setosa
8.5	Virginica
5.6	Versicolor
1.4	Setosa
2.8	Setosa
6.0	Setosa
3.8	Setosa
6.9	Virginica
4.7	Versicolor
5.1	Versicolor
7.6	Virginica
5.1	Virginica
3.0	Setosa
5.6	Virginica
