sepal.width	variety
5.6	Virginica
5.8	Versicolor
5.3	Virginica
6.5	Virginica
4.6	Virginica
7.0	Setosa
3.8	Setosa
5.3	Virginica
7.1	Virginica
5.3	Versicolor
6.1	Versicolor
6.6	Virginica
6.7	Virginica
6.3	Setosa
7.0	Versicolor
3.9	Setosa
3.5	Virginica
5.3	Setosa
7.5	Setosa
3.6	Setosa
6.4	Setosa
3.3	Virginica
4.9	Virginica
6.0	Versicolor
3.9	Versicolor
4.9	Setosa
7.1	Versicolor
3.3	Virginica
3.3	Versicolor
4.7	Setosa
5.6	Virginica
5.6	Virginica
4.0	Versicolor
5.1	Versicolor
3.9	Versicolor
7.2	Setosa
7.6	Setosa
4.4	Setosa
5.1	Virginica
7.5	Virginica
3.8	Virginica
7.1	Versicolor
4.0	Setosa
5.8	Setosa
5.2	Virginica
6.6	Setosa
5.6	Setosa
5.7	Versicolor
3.5	Versicolor
5.4	Versicolor
6.9	Setosa
5.5	Versicolor
6.7	Setosa
6.2	Versicolor
5.8	Virginica
3.4	Setosa
5.0	Setosa
3.4	Setosa
5.1	Setosa
5.2	Virginica
5.8	Versicolor
4.3	Virginica
4.0	Virginica
5.0	Setosa
5.3	Virginica
5.0	Virginica
4.0	Virginica
3.9	Setosa
5.0	Versicolor
5.9	Versicolor
5.9	Setosa
3.9	Versicolor
4.8	Versicolor
8.1	Setosa
5.4	Setosa
4.1	Versicolor
4.5	Versicolor
6.2	Virginica
6.7	Setosa
3.5	Versicolor
3.8	Virginica
5.4	Setosa
4.4	Setosa
7.2	Virginica
4.3	Setosa
4.9	Versicolor
7.0	Setosa
4.0	Virginica
6.9	Virginica
3.2	Versicolor
4.7	Versicolor
5.7	Setosa
4.5	Setosa
3.0	Versicolor
3.8	Setosa
4.8	Versicolor
5.7	Setosa
6.2	Versicolor
4.4	Virginica
4.4	Virginica
4.0	Virginica
3.5	Setosa
3.0	Virginica
6.8	Versicolor
5.2	Setosa
