sepal.width	petal.length	variety
6.5	9.5	Virginica
3.2	9.4	Virginica
4.3	6.6	Virginica
4.7	6.8	Versicolor
3.3	8.2	Versicolor
7.4	9.0	Versicolor
4.0	8.8	Virginica
6.0	7.2	Versicolor
3.7	3.0	Setosa
5.5	3.1	Setosa
7.6	10.6	Virginica
5.9	5.7	Setosa
3.9	5.5	Setosa
7.7	7.3	Virginica
4.2	6.8	Virginica
6.6	6.4	Versicolor
7.5	6.2	Virginica
4.7	5.9	Setosa
6.2	7.9	Versicolor
7.5	2.0	Setosa
3.3	8.8	Versicolor
3.2	1.8	Setosa
3.9	2.4	Setosa
6.5	7.4	Versicolor
4.7	9.2	Versicolor
4.5	8.6	Virginica
7.7	8.4	Virginica
7.9	6.4	Setosa
7.0	5.4	Setosa
2.5	5.8	Virginica
7.4	4.8	Setosa
4.3	2.0	Setosa
3.6	5.5	Setosa
5.1	2.0	Setosa
4.5	5.5	Versicolor
5.5	5.3	Virginica
4.8	7.7	Virginica
5.8	1.8	Setosa
2.3	8.0	Versicolor
6.7	6.6	Versicolor
5.8	6.3	Versicolor
4.3	6.3	Virginica
6.6	5.9	Virginica
7.4	8.6	Versicolor
5.5	7.6	Versicolor
5.3	4.9	Setosa
5.0	3.1	Setosa
6.4	5.9	Setosa
4.5	2.6	Setosa
6.1	3.5	Setosa
4.2	4.8	Setosa
3.2	9.5	Virginica
7.2	8.5	Virginica
7.2	4.2	Setosa
2.9	4.2	Versicolor
6.1	1.6	Setosa
3.2	5.2	Versicolor
6.9	6.6	Virginica
6.3	9.4	Virginica
7.5	6.6	Versicolor
6.9	8.5	Versicolor
5.9	7.8	Versicolor
3.0	9.6	Virginica
4.5	6.5	Versicolor
6.5	9.7	Virginica
6.3	4.2	Setosa
6.1	7.0	Versicolor
3.8	7.6	Virginica
7.3	3.2	Setosa
7.2	2.0	Setosa
5.9	3.0	Setosa
3.9	6.1	Setosa
4.7	6.1	Setosa
3.8	9.6	Virginica
5.1	6.6	Virginica
5.4	3.2	Setosa
5.5	3.3	Setosa
4.3	10.1	Virginica
7.5	1.7	Setosa
7.5	10.4	Virginica
4.8	7.5	Versicolor
5.6	6.0	Virginica
4.9	8.7	Versicolor
7.2	9.7	Virginica
7.6	6.2	Versicolor
6.2	7.1	Virginica
5.1	2.0	Setosa
5.3	8.2	Virginica
3.9	6.9	Virginica
5.7	5.4	Versicolor
3.3	5.6	Versicolor
2.8	8.5	Versicolor
7.2	9.1	Virginica
4.2	7.0	Versicolor
5.5	5.0	Virginica
2.9	7.8	Virginica
6.6	9.4	Virginica
6.9	3.7	Versicolor
6.0	4.5	Versicolor
4.8	8.2	Virginica
5.0	9.1	Virginica
3.7	8.0	Versicolor
6.5	8.0	Virginica
6.5	5.4	Setosa
6.5	1.4	Setosa
