sepal.length	variety
9.1	Setosa
6.9	Virginica
6.2	Versicolor
7.1	Versicolor
6.9	Versicolor
8.2	Virginica
9.5	Setosa
8.1	Versicolor
8.2	Virginica
7.6	Versicolor
6.6	Versicolor
6.5	Versicolor
6.0	Setosa
8.8	Setosa
11.2	Virginica
8.8	Versicolor
5.9	Setosa
7.0	Setosa
7.0	Versicolor
8.3	Versicolor
9.7	Setosa
9.3	Versicolor
9.7	Versicolor
8.9	Virginica
7.1	Versicolor
10.2	Virginica
8.0	Versicolor
7.7	Virginica
7.6	Virginica
7.4	Virginica
7.6	Versicolor
9.0	Versicolor
6.6	Setosa
12.4	Virginica
8.5	Versicolor
6.8	Virginica
9.1	Versicolor
8.2	Versicolor
7.8	Virginica
6.1	Versicolor
4.3	Setosa
7.4	Virginica
7.8	Versicolor
6.1	Versicolor
6.6	Setosa
9.0	Setosa
9.0	Setosa
7.6	Versicolor
7.2	Virginica
9.9	Virginica
8.8	Virginica
9.2	Versicolor
8.0	Setosa
6.9	Setosa
7.0	Virginica
6.4	Setosa
7.0	Setosa
9.9	Setosa
7.3	Versicolor
7.6	Setosa
6.8	Virginica
8.8	Virginica
7.9	Virginica
8.2	Setosa
7.0	Versicolor
5.8	Setosa
9.7	Virginica
8.4	Setosa
10.1	Virginica
10.8	Virginica
11.7	Virginica
7.5	Virginica
8.6	Setosa
9.6	Setosa
7.9	Versicolor
9.1	Setosa
9.4	Setosa
10.2	Versicolor
5.7	Versicolor
9.5	Virginica
5.7	Setosa
10.9	Versicolor
11.0	Virginica
7.2	Versicolor
8.1	Setosa
4.7	Setosa
7.3	Virginica
11.7	Virginica
7.5	Versicolor
6.1	Virginica
10.8	Versicolor
8.0	Versicolor
5.4	Setosa
8.8	Virginica
8.5	Versicolor
9.2	Versicolor
6.3	Virginica
9.4	Setosa
11.2	Versicolor
6.6	Virginica
7.7	Virginica
4.6	Setosa
8.8	Setosa
10.2	Virginica
10.3	Virginica
