sepal.width	variety
7.0	Versicolor
7.6	Setosa
3.8	Virginica
6.3	Versicolor
3.8	Setosa
3.5	Virginica
6.0	Virginica
5.5	Virginica
7.5	Setosa
3.8	Setosa
4.1	Versicolor
3.4	Setosa
7.6	Virginica
7.2	Setosa
6.6	Virginica
4.4	Virginica
4.0	Setosa
5.0	Virginica
5.7	Virginica
4.8	Setosa
3.7	Versicolor
4.0	Virginica
5.2	Versicolor
2.3	Versicolor
3.2	Virginica
7.9	Setosa
5.7	Versicolor
3.6	Versicolor
4.2	Setosa
4.5	Setosa
2.8	Versicolor
6.9	Setosa
4.6	Virginica
3.4	Versicolor
3.5	Setosa
7.2	Virginica
5.0	Versicolor
5.4	Versicolor
3.0	Virginica
7.0	Setosa
5.5	Virginica
4.5	Versicolor
4.5	Virginica
4.3	Versicolor
4.3	Virginica
3.3	Versicolor
6.3	Virginica
7.2	Setosa
7.0	Versicolor
5.4	Setosa
3.2	Virginica
6.7	Virginica
6.5	Versicolor
5.4	Setosa
6.8	Setosa
4.0	Versicolor
3.7	Virginica
6.2	Versicolor
8.0	Setosa
5.9	Setosa
3.0	Versicolor
7.4	Versicolor
4.0	Virginica
6.7	Virginica
3.8	Virginica
2.8	Versicolor
5.5	Virginica
6.9	Setosa
4.7	Versicolor
3.5	Versicolor
4.5	Versicolor
2.9	Versicolor
7.6	Setosa
4.9	Setosa
6.7	Setosa
5.8	Versicolor
2.8	Versicolor
6.1	Versicolor
7.5	Versicolor
4.8	Setosa
5.5	Setosa
4.3	Virginica
5.4	Versicolor
4.9	Versicolor
7.5	Setosa
5.9	Versicolor
5.2	Versicolor
4.3	Virginica
6.4	Virginica
6.5	Virginica
5.9	Versicolor
5.4	Versicolor
6.3	Setosa
7.0	Setosa
6.6	Setosa
7.9	Setosa
7.6	Setosa
6.0	Virginica
7.4	Virginica
7.4	Virginica
3.1	Virginica
4.2	Versicolor
3.7	Virginica
5.8	Versicolor
3.0	Virginica
