sepal.length	sepal.width	variety
7.5	6.0	Setosa
9.2	2.5	Virginica
8.0	4.8	Setosa
9.3	3.7	Virginica
10.1	4.8	Versicolor
8.3	5.7	Versicolor
8.9	7.7	Setosa
10.2	7.1	Virginica
9.4	7.0	Virginica
5.6	4.9	Setosa
6.5	4.6	Versicolor
9.9	5.1	Versicolor
9.3	4.4	Setosa
5.4	3.0	Setosa
5.2	8.0	Setosa
8.9	4.6	Setosa
10.2	6.1	Virginica
6.2	4.7	Setosa
6.6	7.0	Virginica
10.7	6.8	Virginica
5.0	2.3	Setosa
7.2	2.6	Versicolor
8.8	4.2	Virginica
9.1	4.1	Setosa
6.0	5.2	Setosa
9.6	6.0	Setosa
9.5	5.5	Virginica
8.4	3.0	Setosa
6.6	5.0	Versicolor
7.5	5.4	Setosa
10.1	7.3	Versicolor
8.3	8.2	Setosa
6.4	3.3	Virginica
6.5	4.5	Setosa
6.6	6.1	Virginica
10.8	6.8	Virginica
7.5	6.2	Versicolor
12.1	7.5	Virginica
8.1	6.2	Versicolor
8.5	4.7	Versicolor
7.5	5.0	Virginica
9.3	6.1	Setosa
5.0	6.0	Versicolor
6.9	4.2	Versicolor
9.6	3.8	Setosa
6.5	4.8	Versicolor
9.6	6.8	Setosa
10.9	7.1	Virginica
10.9	7.7	Virginica
9.9	4.5	Virginica
6.9	7.2	Virginica
7.0	4.5	Virginica
7.9	7.0	Versicolor
11.0	5.5	Virginica
8.8	5.4	Setosa
7.6	7.0	Versicolor
8.3	4.5	Setosa
9.3	4.9	Virginica
6.4	4.9	Versicolor
9.2	5.5	Versicolor
7.7	3.5	Versicolor
5.6	3.9	Setosa
8.3	2.7	Virginica
6.4	7.5	Versicolor
10.3	3.7	Versicolor
10.2	6.6	Versicolor
8.2	6.9	Setosa
7.4	5.7	Versicolor
6.9	3.4	Setosa
8.9	3.4	Versicolor
6.8	2.3	Versicolor
8.0	3.6	Setosa
8.1	7.3	Setosa
6.7	4.0	Virginica
11.6	3.5	Virginica
6.0	6.7	Setosa
9.3	5.0	Setosa
9.2	3.8	Versicolor
8.7	5.7	Setosa
9.8	5.5	Virginica
6.9	7.9	Setosa
6.5	5.9	Versicolor
8.1	4.5	Versicolor
9.6	2.9	Versicolor
7.8	7.5	Setosa
5.3	5.0	Setosa
7.9	7.6	Setosa
8.2	7.8	Setosa
8.0	2.9	Versicolor
8.8	6.3	Versicolor
10.2	3.2	Versicolor
4.6	4.7	Setosa
8.9	4.8	Virginica
12.2	3.0	Virginica
7.9	8.1	Setosa
6.9	6.2	Setosa
8.7	3.6	Versicolor
8.5	4.5	Setosa
9.0	3.0	Versicolor
8.7	6.9	Setosa
8.0	7.9	Setosa
8.8	5.8	Virginica
10.1	3.4	Versicolor
6.6	5.2	Setosa
8.8	3.4	Virginica
