sepal.length	variety
6.9	Setosa
6.1	Setosa
10.3	Versicolor
8.0	Setosa
7.9	Setosa
10.2	Virginica
9.0	Setosa
5.4	Setosa
9.4	Virginica
5.4	Versicolor
10.3	Virginica
10.4	Virginica
10.1	Virginica
8.3	Setosa
5.7	Versicolor
8.8	Virginica
9.7	Virginica
9.7	Versicolor
7.7	Setosa
8.9	Virginica
6.6	Setosa
7.9	Setosa
7.9	Virginica
10.8	Versicolor
10.2	Virginica
6.5	Setosa
8.4	Setosa
8.5	Versicolor
7.5	Versicolor
8.2	Virginica
11.9	Virginica
8.3	Virginica
6.2	Versicolor
9.8	Versicolor
8.3	Virginica
9.4	Virginica
11.7	Virginica
10.8	Virginica
7.0	Versicolor
7.6	Setosa
7.4	Virginica
5.8	Versicolor
5.8	Setosa
6.1	Virginica
7.8	Setosa
7.3	Setosa
7.3	Setosa
9.3	Setosa
8.7	Versicolor
9.2	Virginica
4.8	Setosa
10.6	Versicolor
10.5	Virginica
7.5	Versicolor
7.7	Virginica
10.3	Versicolor
9.1	Setosa
10.7	Versicolor
7.7	Virginica
8.9	Setosa
9.0	Virginica
6.3	Setosa
6.0	Setosa
7.4	Virginica
9.7	Versicolor
10.5	Versicolor
7.7	Setosa
9.5	Versicolor
9.3	Versicolor
10.7	Virginica
7.3	Virginica
9.1	Versicolor
8.5	Versicolor
9.0	Versicolor
10.4	Versicolor
11.2	Virginica
7.1	Versicolor
8.3	Virginica
6.4	Setosa
7.2	Setosa
6.2	Setosa
9.4	Versicolor
6.4	Versicolor
9.4	Virginica
7.6	Setosa
7.2	Setosa
6.4	Setosa
9.0	Setosa
9.4	Versicolor
10.6	Versicolor
6.6	Versicolor
7.1	Versicolor
9.5	Setosa
8.5	Setosa
8.0	Setosa
10.3	Virginica
5.4	Setosa
9.1	Setosa
6.9	Virginica
9.0	Versicolor
6.7	Versicolor
7.6	Versicolor
10.1	Versicolor
9.0	Versicolor
9.7	Virginica
