sepal.width	petal.length	variety
6.8	7.5	Versicolor
5.4	6.0	Setosa
7.7	9.2	Versicolor
4.5	4.5	Versicolor
6.7	7.3	Virginica
5.5	6.3	Virginica
6.9	5.6	Virginica
4.3	5.2	Setosa
6.1	2.0	Setosa
4.7	4.4	Setosa
4.3	6.3	Versicolor
8.4	2.0	Setosa
5.8	10.1	Virginica
4.3	5.9	Setosa
2.9	7.8	Versicolor
4.0	8.7	Virginica
5.9	4.5	Versicolor
3.0	8.0	Versicolor
3.1	6.9	Versicolor
7.5	7.6	Virginica
4.6	3.5	Setosa
5.7	8.7	Versicolor
7.4	2.6	Setosa
5.3	6.9	Virginica
7.2	3.9	Versicolor
5.7	3.2	Setosa
5.4	7.9	Virginica
7.3	10.4	Virginica
5.9	8.2	Versicolor
6.1	6.1	Setosa
5.5	5.6	Setosa
4.5	3.4	Setosa
3.1	7.6	Virginica
6.5	8.8	Virginica
2.3	5.0	Versicolor
7.2	9.6	Virginica
6.5	5.9	Setosa
7.0	7.8	Virginica
5.9	1.9	Setosa
3.9	8.3	Virginica
2.8	2.8	Setosa
8.1	5.4	Setosa
5.6	8.4	Virginica
4.3	6.1	Versicolor
5.9	6.0	Setosa
4.3	10.2	Virginica
4.0	4.8	Setosa
4.5	6.0	Versicolor
4.2	4.8	Setosa
6.6	7.5	Virginica
6.9	4.4	Setosa
6.5	6.6	Virginica
3.9	2.9	Setosa
6.7	6.0	Setosa
5.8	8.0	Versicolor
3.6	4.9	Versicolor
4.2	6.0	Setosa
4.8	4.7	Versicolor
4.5	8.0	Versicolor
3.5	4.8	Setosa
4.8	9.7	Virginica
5.7	3.6	Setosa
5.7	7.1	Virginica
3.5	5.2	Versicolor
5.8	5.7	Virginica
7.2	9.9	Virginica
3.5	1.1	Setosa
3.7	7.9	Virginica
8.1	2.5	Setosa
7.2	5.9	Setosa
4.3	7.8	Virginica
6.1	5.4	Setosa
3.4	3.4	Setosa
7.0	7.9	Virginica
7.5	8.1	Versicolor
8.3	4.7	Setosa
2.7	8.3	Virginica
3.9	6.3	Versicolor
4.2	4.8	Setosa
3.0	7.9	Versicolor
7.5	5.4	Versicolor
5.0	2.0	Setosa
4.5	5.4	Versicolor
5.1	6.0	Versicolor
4.1	8.9	Virginica
5.5	4.1	Setosa
4.7	6.0	Versicolor
7.2	7.7	Virginica
5.5	1.9	Setosa
6.2	9.0	Versicolor
4.8	5.9	Setosa
3.1	5.2	Versicolor
3.3	6.1	Virginica
4.7	7.3	Versicolor
5.9	5.2	Setosa
5.7	7.5	Virginica
7.6	1.5	Setosa
7.1	4.4	Versicolor
4.6	6.6	Virginica
5.7	7.1	Versicolor
3.3	6.6	Virginica
5.0	4.5	Versicolor
5.8	6.3	Versicolor
7.5	9.0	Virginica
3.0	5.0	Virginica
