petal.length	petal.width	variety
6.2	5.5	Versicolor
2.7	1.9	Setosa
5.1	2.1	Setosa
7.1	6.4	Virginica
8.9	3.1	Virginica
6.9	1.1	Versicolor
5.9	0.9	Setosa
8.0	4.8	Virginica
5.2	3.3	Versicolor
8.3	5.3	Virginica
1.3	1.2	Setosa
6.7	5.6	Virginica
10.6	6.0	Virginica
6.6	2.5	Versicolor
3.9	3.6	Setosa
10.1	6.1	Virginica
2.9	3.7	Setosa
11.1	4.1	Virginica
9.5	6.1	Virginica
7.0	4.8	Virginica
2.4	2.7	Setosa
3.3	0.2	Setosa
6.6	5.2	Virginica
5.5	6.3	Virginica
3.9	3.2	Setosa
1.3	2.8	Setosa
7.9	1.8	Virginica
5.7	4.0	Setosa
7.5	4.2	Virginica
5.9	0.2	Setosa
7.9	1.2	Versicolor
10.6	6.8	Virginica
1.4	3.2	Setosa
4.9	5.0	Versicolor
2.6	0.2	Setosa
5.3	1.9	Setosa
10.9	4.5	Virginica
8.2	5.5	Virginica
5.4	3.9	Versicolor
9.5	6.5	Virginica
8.4	5.5	Virginica
7.5	2.7	Versicolor
4.0	3.6	Versicolor
6.2	3.0	Versicolor
4.7	1.6	Versicolor
5.7	2.9	Versicolor
7.1	3.5	Versicolor
4.0	0.8	Setosa
5.4	2.7	Versicolor
4.5	0.2	Setosa
4.0	3.2	Setosa
2.9	3.7	Setosa
2.9	3.3	Setosa
2.4	0.7	Setosa
2.7	4.2	Setosa
3.9	1.2	Setosa
4.9	3.8	Versicolor
3.4	3.7	Setosa
8.4	6.6	Virginica
6.5	2.9	Virginica
9.2	5.5	Virginica
4.5	5.5	Versicolor
7.5	6.0	Versicolor
2.3	3.2	Setosa
5.9	2.0	Versicolor
4.0	4.8	Versicolor
10.1	4.4	Virginica
7.1	2.5	Virginica
2.2	2.2	Setosa
3.3	3.0	Versicolor
6.0	5.5	Versicolor
6.1	5.9	Versicolor
2.5	3.1	Setosa
6.1	2.7	Setosa
8.0	5.5	Versicolor
11.2	4.5	Virginica
2.5	2.7	Setosa
8.2	3.7	Versicolor
2.0	0.7	Setosa
9.2	5.2	Virginica
10.3	3.8	Virginica
9.4	4.3	Virginica
3.4	4.8	Setosa
8.1	4.8	Virginica
6.6	5.5	Virginica
5.4	2.3	Virginica
9.8	3.9	Virginica
4.7	2.3	Versicolor
9.6	4.9	Virginica
6.4	2.9	Versicolor
6.0	2.1	Setosa
9.9	2.3	Virginica
5.0	2.9	Setosa
1.6	2.7	Setosa
5.6	2.3	Virginica
4.8	5.3	Versicolor
6.1	4.8	Versicolor
5.1	1.3	Versicolor
9.4	2.3	Virginica
5.0	3.5	Versicolor
5.6	3.3	Versicolor
6.0	4.0	Virginica
7.3	4.4	Versicolor
5.2	1.7	Versicolor
3.0	1.7	Setosa
