sepal.width	variety
8.1	Virginica
3.1	Virginica
6.0	Virginica
3.4	Setosa
7.5	Versicolor
4.0	Virginica
5.5	Virginica
2.8	Versicolor
3.5	Setosa
6.3	Setosa
7.5	Virginica
6.2	Setosa
5.2	Versicolor
7.2	Versicolor
7.0	Virginica
4.3	Versicolor
7.0	Setosa
6.2	Versicolor
4.7	Virginica
4.9	Versicolor
7.7	Setosa
5.8	Versicolor
3.9	Setosa
3.9	Versicolor
4.3	Setosa
5.7	Virginica
5.9	Versicolor
4.4	Setosa
2.6	Virginica
5.5	Versicolor
7.7	Virginica
4.6	Versicolor
5.9	Setosa
6.3	Versicolor
7.4	Versicolor
5.6	Versicolor
2.6	Versicolor
6.0	Setosa
4.8	Virginica
4.1	Setosa
7.0	Setosa
5.2	Versicolor
4.9	Setosa
6.7	Setosa
5.3	Setosa
5.5	Setosa
6.6	Versicolor
7.5	Versicolor
6.5	Setosa
2.8	Virginica
2.2	Versicolor
5.9	Setosa
4.8	Virginica
4.6	Setosa
3.1	Virginica
3.2	Setosa
6.4	Versicolor
7.8	Virginica
6.9	Versicolor
3.4	Setosa
5.4	Versicolor
6.7	Setosa
7.4	Setosa
3.3	Virginica
3.6	Setosa
3.6	Virginica
4.2	Versicolor
5.4	Setosa
6.8	Versicolor
6.5	Virginica
4.8	Versicolor
3.7	Versicolor
5.8	Virginica
5.6	Setosa
3.0	Versicolor
6.0	Versicolor
4.6	Virginica
4.3	Virginica
7.5	Setosa
3.3	Versicolor
4.7	Versicolor
4.9	Virginica
7.2	Setosa
4.0	Virginica
3.0	Versicolor
5.1	Setosa
4.3	Virginica
5.3	Virginica
8.3	Setosa
6.6	Versicolor
4.8	Versicolor
4.4	Setosa
4.5	Virginica
7.3	Setosa
6.8	Virginica
6.9	Versicolor
3.6	Setosa
6.7	Versicolor
6.2	Virginica
7.1	Setosa
7.5	Virginica
6.8	Virginica
6.7	Virginica
3.2	Virginica
2.7	Versicolor
