sepal.length	variety
5.4	Setosa
7.4	Setosa
7.6	Versicolor
8.4	Virginica
6.5	Versicolor
7.2	Virginica
7.5	Virginica
5.8	Setosa
7.7	Virginica
8.3	Virginica
5.7	Virginica
10.8	Virginica
4.9	Virginica
7.4	Versicolor
7.0	Virginica
10.5	Versicolor
5.6	Setosa
8.7	Versicolor
10.2	Virginica
6.3	Virginica
8.7	Setosa
7.2	Versicolor
7.6	Versicolor
8.9	Setosa
8.8	Setosa
4.9	Setosa
7.5	Virginica
7.5	Virginica
6.0	Setosa
9.8	Virginica
7.4	Setosa
6.0	Setosa
6.5	Setosa
8.0	Setosa
6.1	Setosa
9.2	Setosa
8.2	Virginica
9.8	Virginica
9.6	Setosa
11.1	Versicolor
6.2	Versicolor
4.8	Setosa
7.5	Virginica
10.9	Versicolor
8.1	Virginica
8.4	Setosa
5.8	Versicolor
6.0	Versicolor
10.3	Versicolor
6.6	Versicolor
10.7	Virginica
7.8	Virginica
8.7	Virginica
10.6	Versicolor
9.5	Setosa
11.4	Virginica
6.7	Versicolor
9.1	Virginica
6.6	Versicolor
7.5	Setosa
7.3	Virginica
7.5	Versicolor
7.8	Versicolor
6.8	Versicolor
5.0	Versicolor
5.8	Setosa
6.4	Virginica
7.2	Setosa
8.9	Setosa
8.1	Setosa
6.7	Setosa
10.1	Virginica
5.2	Setosa
9.1	Setosa
10.9	Virginica
8.4	Versicolor
7.6	Setosa
10.4	Versicolor
11.2	Virginica
6.2	Versicolor
5.4	Setosa
8.3	Versicolor
8.5	Versicolor
9.2	Virginica
7.4	Virginica
6.4	Versicolor
6.5	Versicolor
8.2	Versicolor
9.7	Versicolor
10.5	Virginica
9.2	Virginica
8.9	Versicolor
8.1	Setosa
6.4	Setosa
9.0	Versicolor
6.6	Versicolor
8.3	Virginica
6.5	Versicolor
9.7	Virginica
6.4	Setosa
7.7	Setosa
6.1	Setosa
10.2	Versicolor
6.1	Virginica
8.2	Versicolor
