petal.width	variety
2.3	Virginica
1.7	Setosa
4.8	Setosa
1.2	Versicolor
3.7	Setosa
2.2	Setosa
2.3	Virginica
6.9	Virginica
4.5	Versicolor
6.0	Virginica
4.8	Virginica
4.0	Virginica
2.0	Versicolor
1.5	Versicolor
6.5	Virginica
4.8	Virginica
3.6	Setosa
5.8	Versicolor
0.3	Setosa
2.4	Setosa
3.2	Setosa
4.2	Setosa
3.5	Versicolor
5.4	Versicolor
4.7	Setosa
3.1	Versicolor
3.5	Versicolor
4.7	Setosa
4.0	Versicolor
2.8	Virginica
5.4	Virginica
6.6	Virginica
5.2	Versicolor
4.2	Setosa
1.2	Setosa
6.0	Versicolor
4.3	Versicolor
2.4	Setosa
0.2	Setosa
5.0	Virginica
3.7	Versicolor
5.3	Virginica
2.9	Setosa
1.1	Setosa
2.6	Virginica
4.2	Virginica
2.9	Versicolor
2.4	Setosa
1.2	Setosa
4.8	Versicolor
4.8	Virginica
4.7	Versicolor
5.6	Versicolor
2.4	Setosa
4.0	Versicolor
3.8	Versicolor
4.2	Setosa
1.4	Virginica
3.0	Virginica
5.9	Virginica
1.4	Setosa
5.4	Versicolor
2.8	Setosa
1.3	Setosa
3.3	Virginica
3.6	Virginica
4.5	Setosa
4.8	Virginica
4.0	Virginica
3.8	Setosa
4.2	Setosa
3.5	Versicolor
0.4	Setosa
1.8	Versicolor
7.0	Virginica
5.8	Virginica
5.8	Virginica
3.2	Setosa
3.1	Setosa
1.3	Versicolor
2.7	Setosa
3.7	Virginica
3.1	Versicolor
3.2	Setosa
0.7	Setosa
2.9	Versicolor
2.7	Setosa
3.5	Virginica
5.5	Versicolor
5.8	Versicolor
5.8	Virginica
3.3	Versicolor
5.1	Versicolor
0.2	Setosa
2.4	Virginica
5.3	Virginica
4.0	Versicolor
4.8	Virginica
4.5	Virginica
3.6	Setosa
0.7	Setosa
2.7	Setosa
6.3	Virginica
3.8	Versicolor
1.2	Setosa
